crop,year,season,state,area,production,fertilizer,pesticide,yield,N,P,K,pH,avg_temp_c,total_rainfall_mm,avg_humidity_percent
maize,2019,rabi,West Bengal,171547.0,1284319,29464912.72,63472.39,4.138235294,85,40,45,6.2,26.15,1624.7,73.63
maize,2019,summer,West Bengal,140811.0,992934,24185697.36,52100.07,3.916666667,85,40,45,6.2,26.15,1624.7,73.63
potato,2019,rabi,West Bengal,433051.0,12539819,74380839.76,160228.87,27.68363636,85,40,45,6.2,26.15,1624.7,73.63
potato,2019,summer,West Bengal,1630.0,19421,279968.8,603.1,8.525,85,40,45,6.2,26.15,1624.7,73.63
rice,2019,autumn,West Bengal,215126.0,514586,36950041.76,79596.62,2.434285714,85,40,45,6.2,26.15,1624.7,73.63
rice,2019,summer,West Bengal,1271772.0,4616835,218439558.7,470555.64,3.464285714,85,40,45,6.2,26.15,1624.7,73.63
rice,2019,winter,West Bengal,4004077.0,11344600,687740265.5,1481508.49,2.771363636,85,40,45,6.2,26.15,1624.7,73.63
sugarcane,2019,whole year,West Bengal,19177.0,1527577,3293841.52,7095.49,81.0915,85,40,45,6.2,26.15,1624.7,73.63
wheat,2019,rabi,West Bengal,188308.0,509970,32343782.08,69673.96,2.647619048,85,40,45,6.2,26.15,1624.7,73.63
maize,2020,kharif,Uttarakhand,19697.0,41108,3813536.17,7287.89,1.973076923,80,24,38,6.4,17.09,1333.54,61.69
maize,2020,summer,Uttarakhand,198.0,430,38334.78,73.26,2.125,80,24,38,6.4,17.09,1333.54,61.69
potato,2020,kharif,Uttarakhand,6020.0,51902,1165532.2,2227.4,9.942,80,24,38,6.4,17.09,1333.54,61.69
potato,2020,rabi,Uttarakhand,5427.0,62736,1050721.47,2007.99,11.83,80,24,38,6.4,17.09,1333.54,61.69
rice,2020,kharif,Uttarakhand,241936.0,669372,46841228.96,89516.32,2.093076923,80,24,38,6.4,17.09,1333.54,61.69
rice,2020,summer,Uttarakhand,15315.0,55057,2965137.15,5666.55,3.563333333,80,24,38,6.4,17.09,1333.54,61.69
sugarcane,2020,whole year,Uttarakhand,90184.0,7970299,17460524.24,33368.08,81.54,80,24,38,6.4,17.09,1333.54,61.69
wheat,2020,rabi,Uttarakhand,297189.0,937003,57538762.29,109959.93,2.216153846,80,24,38,6.4,17.09,1333.54,61.69
bajra,1997,kharif,Haryana,584000.0,674000,55579280.0,181040.0,1.209444444,130,48,35,7.9,23.39,942.38,46.2
maize,1997,kharif,Haryana,26000.0,50000,2474420.0,8060.0,1.9725,130,48,35,7.9,23.39,942.38,46.2
rice,1997,kharif,Haryana,913000.0,2556000,86890210.0,283030.0,2.730588235,130,48,35,7.9,23.39,942.38,46.2
sugarcane,1997,whole year,Haryana,141000.0,7500000,13418970.0,43710.0,50.3125,130,48,35,7.9,23.39,942.38,46.2
wheat,1997,rabi,Haryana,2057000.0,7528000,195764690.0,637670.0,3.607368421,130,48,35,7.9,23.39,942.38,46.2
bajra,1997,kharif,Nagaland,990.0,700,94218.3,306.9,0.712857143,56,16,36,5.8,17.52,997.45,70.1
maize,1997,kharif,Nagaland,30000.0,30000,2855100.0,9300.0,0.998571429,56,16,36,5.8,17.52,997.45,70.1
rice,1997,kharif,Nagaland,145000.0,188000,13799650.0,44950.0,1.29,56,16,36,5.8,17.52,997.45,70.1
rice,1997,rabi,Nagaland,200.0,250,19034.0,62.0,1.3,56,16,36,5.8,17.52,997.45,70.1
bajra,1998,kharif,Delhi,2595.0,2091,256386.0,752.55,0.81,90,40,30,7.5,25.2,829.95,48.23
maize,1998,kharif,Delhi,165.0,132,16302.0,47.85,0.8,90,40,30,7.5,25.2,829.95,48.23
potato,1998,whole year,Delhi,142.0,1048,14029.6,41.18,7.38,90,40,30,7.5,25.2,829.95,48.23
rice,1998,kharif,Delhi,7303.0,10799,721536.4,2117.87,1.48,90,40,30,7.5,25.2,829.95,48.23
sugarcane,1998,whole year,Delhi,5.0,300,494.0,1.45,60.0,90,40,30,7.5,25.2,829.95,48.23
wheat,1998,rabi,Delhi,31037.0,107729,3066455.6,9000.73,3.47,90,40,30,7.5,25.2,829.95,48.23
bajra,1999,kharif,Andhra Pradesh,106564.0,90556,11309637.32,28772.28,0.899444444,78,45,22,6.8,28.03,603.67,66.91
bajra,1999,rabi,Andhra Pradesh,10039.0,6886,1065439.07,2710.53,0.860909091,78,45,22,6.8,28.03,603.67,66.91
maize,1999,kharif,Andhra Pradesh,360070.0,1091197,38214229.1,97218.9,2.909090909,78,45,22,6.8,28.03,603.67,66.91
maize,1999,rabi,Andhra Pradesh,91938.0,381497,9757379.94,24823.26,4.394761905,78,45,22,6.8,28.03,603.67,66.91
rice,1999,kharif,Andhra Pradesh,2848794.0,7056175,302342507.2,769174.38,2.400869565,78,45,22,6.8,28.03,603.67,66.91
rice,1999,rabi,Andhra Pradesh,1165454.0,3581740,123689633.0,314672.58,2.73,78,45,22,6.8,28.03,603.67,66.91
sugarcane,1999,whole year,Andhra Pradesh,232416.0,18507614,24666310.08,62752.32,76.31571429,78,45,22,6.8,28.03,603.67,66.91
wheat,1999,rabi,Andhra Pradesh,13515.0,9056,1434346.95,3649.05,0.658181818,78,45,22,6.8,28.03,603.67,66.91
bajra,1999,kharif,Delhi,2719.0,3749,288567.47,734.13,1.38,90,40,30,7.5,26.75,469.84,35.3
maize,1999,kharif,Delhi,58.0,42,6155.54,15.66,0.72,90,40,30,7.5,26.75,469.84,35.3
potato,1999,whole year,Delhi,157.0,1155,16662.41,42.39,7.36,90,40,30,7.5,26.75,469.84,35.3
rice,1999,kharif,Delhi,8105.0,15279,860183.65,2188.35,1.89,90,40,30,7.5,26.75,469.84,35.3
sugarcane,1999,whole year,Delhi,4.0,200,424.52,1.08,50.0,90,40,30,7.5,26.75,469.84,35.3
wheat,1999,rabi,Delhi,33505.0,122058,3555885.65,9046.35,3.64,90,40,30,7.5,26.75,469.84,35.3
bajra,1999,kharif,Jammu And Kashmir,13357.0,6397,1417578.41,3606.39,0.5575,70,25,42,6.7,10.53,249.24,40.71
maize,1999,kharif,Jammu And Kashmir,317324.0,471210,33677596.12,85677.48,1.288333333,70,25,42,6.7,10.53,249.24,40.71
rice,1999,kharif,Jammu And Kashmir,250625.0,391529,26598831.25,67668.75,1.489166667,70,25,42,6.7,10.53,249.24,40.71
sugarcane,1999,whole year,Jammu And Kashmir,143.0,143,15176.59,38.61,1.1125,70,25,42,6.7,10.53,249.24,40.71
bajra,2000,kharif,Delhi,3119.0,4634,306192.23,810.94,1.49,90,40,30,7.5,26.03,640.85,37.44
maize,2000,kharif,Delhi,55.0,90,5399.35,14.3,1.64,90,40,30,7.5,26.03,640.85,37.44
potato,2000,whole year,Delhi,2487.0,45950,244148.79,646.62,18.48,90,40,30,7.5,26.03,640.85,37.44
rice,2000,kharif,Delhi,6053.0,11420,594223.01,1573.78,1.89,90,40,30,7.5,26.03,640.85,37.44
sugarcane,2000,whole year,Delhi,5.0,200,490.85,1.3,40.0,90,40,30,7.5,26.03,640.85,37.44
wheat,2000,rabi,Delhi,27836.0,97927,2732660.12,7237.36,3.52,90,40,30,7.5,26.03,640.85,37.44
bajra,2000,kharif,Jammu And Kashmir,13340.0,6188,1309587.8,3468.4,0.536,70,25,42,6.7,9.95,303.74,42.89
maize,2000,kharif,Jammu And Kashmir,330208.0,525800,32416519.36,85854.08,1.490833333,70,25,42,6.7,9.95,303.74,42.89
rice,2000,kharif,Jammu And Kashmir,244051.0,415342,23958486.67,63453.26,1.6,70,25,42,6.7,9.95,303.74,42.89
sugarcane,2000,whole year,Jammu And Kashmir,126.0,417,12369.42,32.76,2.6275,70,25,42,6.7,9.95,303.74,42.89
wheat,2000,rabi,Jammu And Kashmir,276815.0,145060,27174928.55,71971.9,0.820833333,70,25,42,6.7,9.95,303.74,42.89
bajra,2001,kharif,Delhi,2632.0,5140,268806.16,684.32,1.95,90,40,30,7.5,26.34,511.01,36.54
maize,2001,kharif,Delhi,53.0,95,5412.89,13.78,1.79,90,40,30,7.5,26.34,511.01,36.54
potato,2001,whole year,Delhi,63.0,461,6434.19,16.38,7.32,90,40,30,7.5,26.34,511.01,36.54
rice,2001,kharif,Delhi,6405.0,12063,654142.65,1665.3,1.88,90,40,30,7.5,26.34,511.01,36.54
sugarcane,2001,whole year,Delhi,3.0,200,306.39,0.78,66.67,90,40,30,7.5,26.34,511.01,36.54
wheat,2001,rabi,Delhi,26114.0,91660,2667022.82,6789.64,3.51,90,40,30,7.5,26.34,511.01,36.54
bajra,2001,kharif,Jammu And Kashmir,13571.0,8056,1386006.23,3528.46,0.586,70,25,42,6.7,10.14,426.46,44.64
maize,2001,kharif,Jammu And Kashmir,326476.0,538070,33342993.88,84883.76,1.493333333,70,25,42,6.7,10.14,426.46,44.64
potato,2001,whole year,Jammu And Kashmir,1835.0,19616,187408.55,477.1,10.07090909,70,25,42,6.7,10.14,426.46,44.64
rice,2001,kharif,Jammu And Kashmir,249830.0,422298,25515137.9,64955.8,1.634166667,70,25,42,6.7,10.14,426.46,44.64
sugarcane,2001,whole year,Jammu And Kashmir,132.0,436,13481.16,34.32,2.5825,70,25,42,6.7,10.14,426.46,44.64
wheat,2001,rabi,Jammu And Kashmir,255514.0,339390,26095644.82,66433.64,1.418333333,70,25,42,6.7,10.14,426.46,44.64
bajra,2002,kharif,Delhi,1552.0,2804,146927.84,388.0,1.81,90,40,30,7.5,26.72,594.3,38.22
maize,2002,kharif,Delhi,94.0,228,8898.98,23.5,2.43,90,40,30,7.5,26.72,594.3,38.22
potato,2002,whole year,Delhi,61.0,446,5774.87,15.25,7.31,90,40,30,7.5,26.72,594.3,38.22
rice,2002,kharif,Delhi,6096.0,12907,577108.32,1524.0,2.12,90,40,30,7.5,26.72,594.3,38.22
sugarcane,2002,whole year,Delhi,5.0,340,473.35,1.25,68.0,90,40,30,7.5,26.72,594.3,38.22
wheat,2002,rabi,Delhi,19860.0,79718,1880146.2,4965.0,4.01,90,40,30,7.5,26.72,594.3,38.22
bajra,2002,kharif,Jammu And Kashmir,13400.0,7980,1268578.0,3350.0,0.605,70,25,42,6.7,10.05,430.69,44.36
maize,2002,kharif,Jammu And Kashmir,329465.0,465090,31190451.55,82366.25,1.3475,70,25,42,6.7,10.05,430.69,44.36
potato,2002,whole year,Jammu And Kashmir,1737.0,18011,164441.79,434.25,9.146666667,70,25,42,6.7,10.05,430.69,44.36
rice,2002,kharif,Jammu And Kashmir,236199.0,421457,22360959.33,59049.75,1.708333333,70,25,42,6.7,10.05,430.69,44.36
sugarcane,2002,whole year,Jammu And Kashmir,117.0,475,11076.39,29.25,2.65,70,25,42,6.7,10.05,430.69,44.36
wheat,2002,rabi,Jammu And Kashmir,244157.0,401900,23114343.19,61039.25,1.465,70,25,42,6.7,10.05,430.69,44.36
bajra,2002,kharif,Puducherry,207.0,397,19596.69,51.75,1.92,88,55,40,7.0,28.22,861.71,74.5
rice,2002,kharif,Puducherry,24142.0,57514,2285523.14,6035.5,2.56,88,55,40,7.0,28.22,861.71,74.5
sugarcane,2002,whole year,Puducherry,2330.0,209496,220581.1,582.5,85.75,88,55,40,7.0,28.22,861.71,74.5
bajra,2002,kharif,Uttar Pradesh,831306.0,1072525,78699739.02,207826.5,1.176323529,120,45,35,7.6,26.95,658.13,43.44
maize,2002,kharif,Uttar Pradesh,755265.0,836410,71500937.55,188816.25,1.069565217,120,45,35,7.6,26.95,658.13,43.44
maize,2002,rabi,Uttar Pradesh,19933.0,22064,1887057.11,4983.25,1.100689655,120,45,35,7.6,26.95,658.13,43.44
potato,2002,whole year,Uttar Pradesh,442030.0,10244139,41846980.1,110507.5,22.26231884,120,45,35,7.6,26.95,658.13,43.44
rice,2002,kharif,Uttar Pradesh,5209137.0,9586935,493148999.8,1302284.25,1.765942029,120,45,35,7.6,26.95,658.13,43.44
rice,2002,summer,Uttar Pradesh,4292.0,9411,406323.64,1073.0,1.960952381,120,45,35,7.6,26.95,658.13,43.44
sugarcane,2002,whole year,Uttar Pradesh,2148981.0,120948041,203444031.3,537245.25,51.2157971,120,45,35,7.6,26.95,658.13,43.44
wheat,2002,rabi,Uttar Pradesh,9162749.0,23745162,867437447.8,2290687.25,2.558550725,120,45,35,7.6,26.95,658.13,43.44
bajra,2003,kharif,Himachal Pradesh,312.0,173,30881.76,74.88,0.56,60,20,40,6.0,21.07,1058.23,47.81
maize,2003,kharif,Himachal Pradesh,298467.0,729571,29542263.66,71632.08,2.503333333,60,20,40,6.0,21.07,1058.23,47.81
potato,2003,whole year,Himachal Pradesh,15036.0,173169,1488263.28,3608.64,11.48666667,60,20,40,6.0,21.07,1058.23,47.81
rice,2003,kharif,Himachal Pradesh,81335.0,120624,8050538.3,19520.4,1.469090909,60,20,40,6.0,21.07,1058.23,47.81
wheat,2003,rabi,Himachal Pradesh,365359.0,496930,36163233.82,87686.16,1.3625,60,20,40,6.0,21.07,1058.23,47.81
bajra,2003,kharif,Jammu And Kashmir,16696.0,9978,1652570.08,4007.04,0.616,70,25,42,6.7,8.83,843.02,53.98
maize,2003,kharif,Jammu And Kashmir,321189.0,532620,31791287.22,77085.36,1.561666667,70,25,42,6.7,8.83,843.02,53.98
potato,2003,whole year,Jammu And Kashmir,1614.0,17886,159753.72,387.36,10.385,70,25,42,6.7,8.83,843.02,53.98
rice,2003,kharif,Jammu And Kashmir,259815.0,504797,25716488.7,62355.6,1.870833333,70,25,42,6.7,8.83,843.02,53.98
sugarcane,2003,whole year,Jammu And Kashmir,154.0,567,15242.92,36.96,3.023333333,70,25,42,6.7,8.83,843.02,53.98
wheat,2003,rabi,Jammu And Kashmir,250282.0,455540,24772912.36,60067.68,1.513333333,70,25,42,6.7,8.83,843.02,53.98
bajra,2004,kharif,Himachal Pradesh,281.0,150,30443.54,59.01,0.652,60,20,40,6.0,21.64,951.26,45.48
maize,2004,kharif,Himachal Pradesh,297887.0,636294,32273077.58,62556.27,2.1625,60,20,40,6.0,21.64,951.26,45.48
potato,2004,whole year,Himachal Pradesh,14808.0,147874,1604298.72,3109.68,10.27166667,60,20,40,6.0,21.64,951.26,45.48
rice,2004,kharif,Himachal Pradesh,79519.0,109129,8615088.46,16698.99,1.454545455,60,20,40,6.0,21.64,951.26,45.48
wheat,2004,rabi,Himachal Pradesh,367770.0,687452,39844201.8,77231.7,1.843333333,60,20,40,6.0,21.64,951.26,45.48
bajra,2004,kharif,Jammu And Kashmir,16045.0,9560,1738315.3,3369.45,0.605,70,25,42,6.7,9.73,558.76,49.47
maize,2004,kharif,Jammu And Kashmir,322699.0,492270,34961209.66,67766.79,1.44,70,25,42,6.7,9.73,558.76,49.47
rice,2004,kharif,Jammu And Kashmir,250044.0,492732,27089766.96,52509.24,1.838333333,70,25,42,6.7,9.73,558.76,49.47
wheat,2004,rabi,Jammu And Kashmir,248613.0,474415,26934732.42,52208.73,1.814545455,70,25,42,6.7,9.73,558.76,49.47
bajra,2004,kharif,Odisha,3155.0,1609,341812.7,662.55,0.499230769,67,26,32,6.3,26.13,1134.49,71.98
maize,2004,autumn,Odisha,58692.0,94954,6358691.28,12325.32,1.0572,67,26,32,6.3,26.13,1134.49,71.98
maize,2004,summer,Odisha,2071.0,4226,224372.14,434.91,1.267727273,67,26,32,6.3,26.13,1134.49,71.98
maize,2004,winter,Odisha,1575.0,3107,170635.5,330.75,1.461538462,67,26,32,6.3,26.13,1134.49,71.98
potato,2004,winter,Odisha,8506.0,80770,921540.04,1786.26,8.655,67,26,32,6.3,26.13,1134.49,71.98
rice,2004,autumn,Odisha,824000.0,677000,89272160.0,173040.0,0.98,67,26,32,6.3,26.13,1134.49,71.98
rice,2004,summer,Odisha,293000.0,652000,31743620.0,61530.0,1.938148148,67,26,32,6.3,26.13,1134.49,71.98
rice,2004,winter,Odisha,3375000.0,5207000,365647500.0,708750.0,1.511333333,67,26,32,6.3,26.13,1134.49,71.98
sugarcane,2004,winter,Odisha,14486.0,926085,1569413.24,3042.06,56.76321429,67,26,32,6.3,26.13,1134.49,71.98
wheat,2004,summer,Odisha,4054.0,5313,439210.36,851.34,1.266071429,67,26,32,6.3,26.13,1134.49,71.98
bajra,2004,kharif,Uttar Pradesh,878399.0,1335462,95165747.66,184463.79,1.386666667,120,45,35,7.6,25.92,866.58,50.92
maize,2004,kharif,Uttar Pradesh,841751.0,1294882,91195303.34,176767.71,1.431142857,120,45,35,7.6,25.92,866.58,50.92
maize,2004,rabi,Uttar Pradesh,4156.0,19263,450261.04,872.76,4.646785714,120,45,35,7.6,25.92,866.58,50.92
potato,2004,rabi,Uttar Pradesh,435135.0,9739656,47142525.9,91378.35,20.40014286,120,45,35,7.6,25.92,866.58,50.92
rice,2004,kharif,Uttar Pradesh,5934405.0,10749989,642933437.7,1246225.05,1.827714286,120,45,35,7.6,25.92,866.58,50.92
sugarcane,2004,kharif,Uttar Pradesh,2002320.0,121755620,216931348.8,420487.2,53.14528571,120,45,35,7.6,25.92,866.58,50.92
wheat,2004,rabi,Uttar Pradesh,9373402.0,23430044,1015514373.0,1968414.42,2.471714286,120,45,35,7.6,25.92,866.58,50.92
bajra,2005,kharif,Jammu And Kashmir,13008.0,7778,1559919.36,2731.68,0.5675,70,25,42,6.7,8.63,575.81,53.2
maize,2005,kharif,Jammu And Kashmir,320924.0,453450,38485206.08,67394.04,1.325833333,70,25,42,6.7,8.63,575.81,53.2
potato,2005,kharif,Jammu And Kashmir,786.0,5762,94257.12,165.06,5.429,70,25,42,6.7,8.63,575.81,53.2
rice,2005,kharif,Jammu And Kashmir,259014.0,556774,31060958.88,54392.94,2.040833333,70,25,42,6.7,8.63,575.81,53.2
sugarcane,2005,kharif,Jammu And Kashmir,191.0,753,22904.72,40.11,3.053333333,70,25,42,6.7,8.63,575.81,53.2
wheat,2005,kharif,Jammu And Kashmir,436.0,60,52285.12,91.56,0.14,70,25,42,6.7,8.63,575.81,53.2
wheat,2005,rabi,Jammu And Kashmir,436.0,60,52285.12,91.56,0.14,70,25,42,6.7,8.63,575.81,53.2
bajra,2005,kharif,Uttar Pradesh,869288.0,1246252,104245017.0,182550.48,1.311935484,120,45,35,7.6,25.92,949.68,51.09
maize,2005,kharif,Uttar Pradesh,810306.0,1040607,97171895.52,170164.26,1.291940299,120,45,35,7.6,25.92,949.68,51.09
potato,2005,rabi,Uttar Pradesh,445197.0,9986781,53388024.24,93491.37,22.26442857,120,45,35,7.6,25.92,949.68,51.09
rice,2005,kharif,Uttar Pradesh,5571524.0,11119095,668137158.1,1170020.04,1.951714286,120,45,35,7.6,25.92,949.68,51.09
sugarcane,2005,kharif,Uttar Pradesh,2155791.0,125469871,258522456.7,452716.11,48.78928571,120,45,35,7.6,25.92,949.68,51.09
wheat,2005,rabi,Uttar Pradesh,9163949.0,23573776,1098940764.0,1924429.29,2.538142857,120,45,35,7.6,25.92,949.68,51.09
bajra,2006,kharif,Jammu And Kashmir,20775.0,12280,2653175.25,4570.5,0.605,70,25,42,6.7,9.35,819.81,56.55
maize,2006,kharif,Jammu And Kashmir,323598.0,486900,41326700.58,71191.56,1.449166667,70,25,42,6.7,9.35,819.81,56.55
potato,2006,kharif,Jammu And Kashmir,889.0,5962,113534.19,195.58,6.66,70,25,42,6.7,9.35,819.81,56.55
potato,2006,rabi,Jammu And Kashmir,857.0,12436,109447.47,188.54,14.57375,70,25,42,6.7,9.35,819.81,56.55
rice,2006,kharif,Jammu And Kashmir,252516.0,554258,32248818.36,55553.52,2.060833333,70,25,42,6.7,9.35,819.81,56.55
sugarcane,2006,kharif,Jammu And Kashmir,159.0,777,20305.89,34.98,3.053333333,70,25,42,6.7,9.35,819.81,56.55
wheat,2006,rabi,Jammu And Kashmir,261584.0,494300,33406892.64,57548.48,1.821818182,70,25,42,6.7,9.35,819.81,56.55
bajra,2007,kharif,Delhi,1586.0,3013,211572.4,253.76,1.9,90,40,30,7.5,25.73,810.14,45.85
maize,2007,kharif,Delhi,69.0,126,9204.6,11.04,1.83,90,40,30,7.5,25.73,810.14,45.85
potato,2007,whole year,Delhi,56.0,888,7470.4,8.96,15.86,90,40,30,7.5,25.73,810.14,45.85
rice,2007,kharif,Delhi,7419.0,20946,989694.6,1187.04,2.82,90,40,30,7.5,25.73,810.14,45.85
sugarcane,2007,whole year,Delhi,3.0,276,400.2,0.48,92.0,90,40,30,7.5,25.73,810.14,45.85
wheat,2007,rabi,Delhi,17482.0,76222,2332098.8,2797.12,4.36,90,40,30,7.5,25.73,810.14,45.85
bajra,2007,kharif,Jammu And Kashmir,16816.0,9984,2243254.4,2690.56,0.603333333,70,25,42,6.7,9.55,553.51,51.34
maize,2007,kharif,Jammu And Kashmir,302441.0,474484,40345629.4,48390.56,1.377,70,25,42,6.7,9.55,553.51,51.34
potato,2007,kharif,Jammu And Kashmir,1380.0,7727,184092.0,220.8,4.94875,70,25,42,6.7,9.55,553.51,51.34
potato,2007,rabi,Jammu And Kashmir,857.0,12435,114323.8,137.12,13.078,70,25,42,6.7,9.55,553.51,51.34
rice,2007,kharif,Jammu And Kashmir,263246.0,561355,35117016.4,42119.36,1.9745,70,25,42,6.7,9.55,553.51,51.34
sugarcane,2007,kharif,Jammu And Kashmir,69.0,221,9204.6,11.04,3.65,70,25,42,6.7,9.55,553.51,51.34
wheat,2007,kharif,Jammu And Kashmir,20.0,2,2668.0,3.2,0.12,70,25,42,6.7,9.55,553.51,51.34
wheat,2007,rabi,Jammu And Kashmir,261584.0,494300,34895305.6,41853.44,1.762666667,70,25,42,6.7,9.55,553.51,51.34
bajra,2008,kharif,Delhi,1549.0,2943,221568.96,139.41,1.9,90,40,30,7.5,24.98,925.07,50.12
maize,2008,kharif,Delhi,54.0,99,7724.16,4.86,1.83,90,40,30,7.5,24.98,925.07,50.12
potato,2008,whole year,Delhi,79.0,1325,11300.16,7.11,16.77,90,40,30,7.5,24.98,925.07,50.12
rice,2008,kharif,Delhi,7039.0,19873,1006858.56,633.51,2.82,90,40,30,7.5,24.98,925.07,50.12
sugarcane,2008,whole year,Delhi,3.0,226,429.12,0.27,75.33,90,40,30,7.5,24.98,925.07,50.12
wheat,2008,rabi,Delhi,18430.0,80355,2636227.2,1658.7,4.36,90,40,30,7.5,24.98,925.07,50.12
bajra,2009,kharif,Delhi,1586.0,2979,247130.52,269.62,1.88,90,40,30,7.5,26.2,698.05,43.39
maize,2009,kharif,Delhi,48.0,1054,7479.36,8.16,21.96,90,40,30,7.5,26.2,698.05,43.39
potato,2009,whole year,Delhi,88.0,21999,13712.16,14.96,249.99,90,40,30,7.5,26.2,698.05,43.39
rice,2009,kharif,Delhi,6821.0,19008,1062848.22,1159.57,2.79,90,40,30,7.5,26.2,698.05,43.39
sugarcane,2009,whole year,Delhi,3.0,226,467.46,0.51,75.33,90,40,30,7.5,26.2,698.05,43.39
wheat,2009,rabi,Delhi,21309.0,92480,3320368.38,3622.53,4.34,90,40,30,7.5,26.2,698.05,43.39
bajra,2009,kharif,Jammu And Kashmir,17402.0,10388,2711579.64,2958.34,0.603333333,70,25,42,6.7,9.04,557.76,51.57
maize,2009,kharif,Jammu And Kashmir,311022.0,486988,48463448.04,52873.74,1.507,70,25,42,6.7,9.04,557.76,51.57
potato,2009,kharif,Jammu And Kashmir,1098.0,7684,171090.36,186.66,6.574615385,70,25,42,6.7,9.04,557.76,51.57
potato,2009,rabi,Jammu And Kashmir,1184.0,15664,184490.88,201.28,12.63666667,70,25,42,6.7,9.04,557.76,51.57
rice,2009,kharif,Jammu And Kashmir,259892.0,500880,40496371.44,44181.64,1.859,70,25,42,6.7,9.04,557.76,51.57
sugarcane,2009,kharif,Jammu And Kashmir,1.0,2,155.82,0.17,1.5,70,25,42,6.7,9.04,557.76,51.57
wheat,2009,rabi,Jammu And Kashmir,284644.0,286143,44353228.08,48389.48,1.167142857,70,25,42,6.7,9.04,557.76,51.57
bajra,2010,kharif,Delhi,1531.0,2876,254314.41,367.44,1.88,90,40,30,7.5,25.88,1021.53,50.14
maize,2010,kharif,Delhi,40.0,878,6644.4,9.6,21.95,90,40,30,7.5,25.88,1021.53,50.14
potato,2010,whole year,Delhi,51.0,15862,8471.61,12.24,311.02,90,40,30,7.5,25.88,1021.53,50.14
rice,2010,kharif,Delhi,6848.0,19083,1137521.28,1643.52,2.79,90,40,30,7.5,25.88,1021.53,50.14
sugarcane,2010,whole year,Delhi,3.0,226,498.33,0.72,75.33,90,40,30,7.5,25.88,1021.53,50.14
wheat,2010,rabi,Delhi,20135.0,87385,3344624.85,4832.4,4.34,90,40,30,7.5,25.88,1021.53,50.14
bajra,2011,kharif,Delhi,1439.0,2689,241061.28,474.87,1.87,90,40,30,7.5,24.75,806.99,53.72
maize,2011,kharif,Delhi,38.0,843,6365.76,12.54,22.18,90,40,30,7.5,24.75,806.99,53.72
potato,2011,whole year,Delhi,48.0,14928,8040.96,15.84,311.0,90,40,30,7.5,24.75,806.99,53.72
rice,2011,kharif,Delhi,7248.0,20198,1214184.96,2391.84,2.79,90,40,30,7.5,24.75,806.99,53.72
sugarcane,2011,whole year,Delhi,3.0,226,502.56,0.99,75.33,90,40,30,7.5,24.75,806.99,53.72
wheat,2011,rabi,Delhi,18927.0,82142,3170651.04,6245.91,4.34,90,40,30,7.5,24.75,806.99,53.72
bajra,2011,kharif,Jammu And Kashmir,18926.0,11192,3170483.52,6245.58,0.568571429,70,25,42,6.7,8.99,671.58,55.1
maize,2011,kharif,Jammu And Kashmir,314034.0,504995,52606975.68,103631.22,1.4925,70,25,42,6.7,8.99,671.58,55.1
potato,2011,kharif,Jammu And Kashmir,1015.0,7416,170032.8,334.95,7.66125,70,25,42,6.7,8.99,671.58,55.1
potato,2011,rabi,Jammu And Kashmir,1045.0,10739,175058.4,344.85,11.048,70,25,42,6.7,8.99,671.58,55.1
rice,2011,kharif,Jammu And Kashmir,262169.0,544396,43918550.88,86515.77,2.0225,70,25,42,6.7,8.99,671.58,55.1
sugarcane,2011,kharif,Jammu And Kashmir,19.0,29,3182.88,6.27,1.5,70,25,42,6.7,8.99,671.58,55.1
wheat,2011,rabi,Jammu And Kashmir,291994.0,496542,48914834.88,96358.02,1.423571429,70,25,42,6.7,8.99,671.58,55.1
bajra,2012,kharif,Delhi,1519.0,3815,229065.2,470.89,2.51,90,40,30,7.5,25.2,672.75,43.27
maize,2012,kharif,Delhi,37.0,828,5579.6,11.47,22.38,90,40,30,7.5,25.2,672.75,43.27
potato,2012,whole year,Delhi,689.0,14652,103901.2,213.59,21.27,90,40,30,7.5,25.2,672.75,43.27
rice,2012,kharif,Delhi,6068.0,19768,915054.4,1881.08,3.26,90,40,30,7.5,25.2,672.75,43.27
sugarcane,2012,whole year,Delhi,3.0,226,452.4,0.93,75.33,90,40,30,7.5,25.2,672.75,43.27
wheat,2012,rabi,Delhi,19450.0,84802,2933060.0,6029.5,4.36,90,40,30,7.5,25.2,672.75,43.27
bajra,2012,kharif,Jammu And Kashmir,19538.0,11693,2946330.4,6056.78,0.604285714,70,25,42,6.7,8.4,595.6,56.31
maize,2012,kharif,Jammu And Kashmir,310909.0,512296,46885077.2,96381.79,1.407,70,25,42,6.7,8.4,595.6,56.31
potato,2012,kharif,Jammu And Kashmir,1225.0,10346,184730.0,379.75,10.75,70,25,42,6.7,8.4,595.6,56.31
potato,2012,rabi,Jammu And Kashmir,1161.0,13930,175078.8,359.91,12.59,70,25,42,6.7,8.4,595.6,56.31
rice,2012,kharif,Jammu And Kashmir,261663.0,545186,39458780.4,81115.53,1.8875,70,25,42,6.7,8.4,595.6,56.31
sugarcane,2012,kharif,Jammu And Kashmir,22.0,33,3317.6,6.82,1.495,70,25,42,6.7,8.4,595.6,56.31
wheat,2012,rabi,Jammu And Kashmir,289964.0,462422,43726571.2,89888.84,1.328461538,70,25,42,6.7,8.4,595.6,56.31
